index, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
1, 94 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 43 %, 12543 MiB
1, 93 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 48 %, 12543 MiB
1, 96 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 46 %, 12543 MiB
1, 93 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 50 %, 12543 MiB
1, 94 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 46 %, 12543 MiB
1, 96 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 48 %, 12543 MiB
1, 90 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 43 %, 12543 MiB
1, 95 %, 40 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 96 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 47 %, 12543 MiB
1, 88 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 44 %, 12543 MiB
1, 95 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 50 %, 12543 MiB
1, 97 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 46 %, 12543 MiB
1, 96 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 49 %, 12543 MiB
1, 95 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 46 %, 12543 MiB
1, 95 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 49 %, 12543 MiB
1, 92 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 42 %, 12543 MiB
1, 92 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 50 %, 12543 MiB
1, 96 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 43 %, 12543 MiB
1, 93 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 48 %, 12543 MiB
1, 96 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 47 %, 12543 MiB
1, 93 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 94 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 43 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 43 %, 12543 MiB
1, 96 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 97 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 92 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 47 %, 12543 MiB
1, 92 %, 41 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 41 %, 12543 MiB
1, 96 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 50 %, 12543 MiB
1, 95 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 42 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 49 %, 12543 MiB
1, 94 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 41 %, 12543 MiB
1, 93 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 50 %, 12543 MiB
1, 96 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 46 %, 12543 MiB
1, 90 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 94 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 43 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 94 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 44 %, 12543 MiB
1, 97 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 46 %, 12543 MiB
1, 91 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 42 %, 12543 MiB
1, 88 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 49 %, 12543 MiB
1, 88 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 44 %, 12543 MiB
1, 86 %, 41 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 50 %, 12543 MiB
1, 96 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 46 %, 12543 MiB
1, 88 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 43 %, 12543 MiB
1, 96 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 49 %, 12543 MiB
1, 87 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 40 %, 12543 MiB
1, 91 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 50 %, 12543 MiB
1, 95 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 43 %, 12543 MiB
1, 93 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 48 %, 12543 MiB
1, 96 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 46 %, 12543 MiB
1, 94 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 45 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 49 %, 12543 MiB
1, 94 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 50 %, 12543 MiB
1, 88 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 45 %, 12543 MiB
1, 96 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 49 %, 12543 MiB
1, 95 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 45 %, 12543 MiB
1, 89 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 43 %, 12543 MiB
1, 96 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 51 %, 12543 MiB
1, 87 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 41 %, 12543 MiB
1, 87 %, 40 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 48 %, 12543 MiB
1, 95 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 49 %, 12543 MiB
1, 88 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 97 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 49 %, 12543 MiB
1, 97 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 45 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 43 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 48 %, 12543 MiB
1, 95 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 41 %, 12543 MiB
1, 89 %, 41 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 46 %, 12543 MiB
1, 96 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 49 %, 12543 MiB
1, 92 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 47 %, 12543 MiB
1, 93 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 44 %, 12543 MiB
1, 92 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 52 %, 12543 MiB
1, 94 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 43 %, 12543 MiB
1, 96 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 49 %, 12543 MiB
1, 95 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 42 %, 12543 MiB
1, 94 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 49 %, 12543 MiB
1, 96 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 49 %, 12543 MiB
1, 91 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 42 %, 12543 MiB
1, 96 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 49 %, 12543 MiB
1, 95 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 42 %, 12543 MiB
1, 93 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 50 %, 12543 MiB
1, 97 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 44 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 45 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 49 %, 12543 MiB
1, 93 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 50 %, 12543 MiB
1, 95 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 96 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 49 %, 12543 MiB
1, 92 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 43 %, 12543 MiB
1, 93 %, 40 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 49 %, 12543 MiB
1, 96 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 44 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 48 %, 12543 MiB
1, 94 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 40 %, 12543 MiB
1, 94 %, 39 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 45 %, 12543 MiB
1, 96 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 50 %, 12543 MiB
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 97 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 49 %, 12543 MiB
1, 87 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 42 %, 12543 MiB
1, 87 %, 39 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 49 %, 12543 MiB
1, 96 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 45 %, 12543 MiB
1, 93 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 45 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 49 %, 12543 MiB
1, 93 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 42 %, 12543 MiB
1, 96 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 96 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 51 %, 12543 MiB
1, 92 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 44 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 49 %, 12543 MiB
1, 92 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 49 %, 12543 MiB
1, 96 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 45 %, 12543 MiB
1, 92 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 46 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 49 %, 12543 MiB
1, 96 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 97 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 46 %, 12543 MiB
1, 94 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 42 %, 12543 MiB
1, 95 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 49 %, 12543 MiB
1, 95 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 41 %, 12543 MiB
1, 94 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 48 %, 12543 MiB
1, 96 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 49 %, 12543 MiB
1, 96 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 43 %, 12543 MiB
1, 95 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 92 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 96 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 51 %, 12543 MiB
1, 92 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 45 %, 12543 MiB
1, 92 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 49 %, 12543 MiB
1, 92 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 42 %, 12543 MiB
1, 92 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 49 %, 12543 MiB
1, 93 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 43 %, 12543 MiB
1, 92 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 49 %, 12543 MiB
1, 96 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 45 %, 12543 MiB
1, 93 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 47 %, 12543 MiB
1, 96 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 47 %, 12543 MiB
1, 94 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 50 %, 12543 MiB
1, 94 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 52 %, 12543 MiB
1, 94 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 43 %, 12543 MiB
1, 96 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 51 %, 12543 MiB
1, 93 %, 51 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 97 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 48 %, 12543 MiB
1, 95 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 44 %, 12543 MiB
1, 95 %, 43 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 43 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 49 %, 12543 MiB
1, 94 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 39 %, 12543 MiB
1, 94 %, 39 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 46 %, 12543 MiB
1, 96 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 49 %, 12543 MiB
1, 95 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 97 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 49 %, 12543 MiB
1, 94 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 45 %, 12543 MiB
1, 94 %, 42 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 43 %, 12543 MiB
1, 96 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 48 %, 12543 MiB
1, 94 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 39 %, 12543 MiB
1, 94 %, 41 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 46 %, 12543 MiB
1, 96 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 49 %, 12543 MiB
1, 96 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 45 %, 12543 MiB
1, 97 %, 45 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 48 %, 12543 MiB
1, 95 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 89 %, 44 %, 12543 MiB
1, 93 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 95 %, 44 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 50 %, 12543 MiB
1, 90 %, 50 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 96 %, 46 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 49 %, 12543 MiB
1, 89 %, 48 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 41 %, 12543 MiB
1, 90 %, 41 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 97 %, 50 %, 12543 MiB
1, 96 %, 49 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 45 %, 12543 MiB
1, 90 %, 47 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 96 %, 44 %, 12543 MiB
1, 95 %, 44 %, 12543 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 94 %, 50 %, 12543 MiB
